topic,component,metric,filter_conditions,time_type,time_index,time_label,aggregation,value,unit,query_terms,recommended_answer
综合态势,日用能统计,本月总用水量,,月内日序列,30,系统时间月份-第30日,月累计,83162.9,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第30日，累计用水量为83,162.9m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,30,系统时间月份-第30日,月累计,60.85,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第30日，累计用电量为60.85GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,30,系统时间月份-第30日,截至当日,98.3,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第30日，节能达成率为98.3%。
综合态势,日用能统计,本月总用气量,,月内日序列,31,系统时间月份-第31日,月累计,24037.4,m³,本月总用气量；日用能统计；本月用气；本月用气量；用气多少,"截至本月第31日，累计用气量为24,037.4m³。"
综合态势,日用能统计,本月总用水量,,月内日序列,31,系统时间月份-第31日,月累计,85942.6,m³,本月总用水量；日用能统计；本月用水；本月用水量；用水多少,"截至本月第31日，累计用水量为85,942.6m³。"
综合态势,日用能统计,本月总用电量,,月内日序列,31,系统时间月份-第31日,月累计,62.91,GWh,本月总用电量；日用能统计；本月用电；本月用电量；用电多少,截至本月第31日，累计用电量为62.91GWh。
综合态势,日用能统计,本月节能达成率,,月内日序列,31,系统时间月份-第31日,截至当日,99.0,%,本月节能达成率；日用能统计；节能达成率；节能率,本月第31日，节能达成率为99%。
设施管理,设施工单,工单数量,,月内日序列,1,系统时间月份-第1日,当期,56.0,件,工单数量；设施工单；工单量；工单数,本月第1日，工单数量为56件。
设施管理,设施工单,工单数量,,月内日序列,2,系统时间月份-第2日,当期,78.0,件,工单数量；设施工单；工单量；工单数,本月第2日，工单数量为78件。
设施管理,设施工单,工单数量,,月内日序列,3,系统时间月份-第3日,当期,45.0,件,工单数量；设施工单；工单量；工单数,本月第3日，工单数量为45件。
设施管理,设施工单,工单数量,,月内日序列,4,系统时间月份-第4日,当期,89.0,件,工单数量；设施工单；工单量；工单数,本月第4日，工单数量为89件。
设施管理,设施工单,工单数量,,月内日序列,5,系统时间月份-第5日,当期,112.0,件,工单数量；设施工单；工单量；工单数,本月第5日，工单数量为112件。
设施管理,设施工单,工单数量,,月内日序列,6,系统时间月份-第6日,当期,134.0,件,工单数量；设施工单；工单量；工单数,本月第6日，工单数量为134件。
设施管理,设施工单,工单数量,,月内日序列,7,系统时间月份-第7日,当期,67.0,件,工单数量；设施工单；工单量；工单数,本月第7日，工单数量为67件。
设施管理,设施工单,工单数量,,月内日序列,8,系统时间月份-第8日,当期,54.0,件,工单数量；设施工单；工单量；工单数,本月第8日，工单数量为54件。
设施管理,设施工单,工单数量,,月内日序列,9,系统时间月份-第9日,当期,98.0,件,工单数量；设施工单；工单量；工单数,本月第9日，工单数量为98件。
设施管理,设施工单,工单数量,,月内日序列,10,系统时间月份-第10日,当期,120.0,件,工单数量；设施工单；工单量；工单数,本月第10日，工单数量为120件。
设施管理,设施工单,工单数量,,月内日序列,11,系统时间月份-第11日,当期,145.0,件,工单数量；设施工单；工单量；工单数,本月第11日，工单数量为145件。
设施管理,设施工单,工单数量,,月内日序列,12,系统时间月份-第12日,当期,132.0,件,工单数量；设施工单；工单量；工单数,本月第12日，工单数量为132件。
设施管理,设施工单,工单数量,,月内日序列,13,系统时间月份-第13日,当期,88.0,件,工单数量；设施工单；工单量；工单数,本月第13日，工单数量为88件。
设施管理,设施工单,工单数量,,月内日序列,14,系统时间月份-第14日,当期,76.0,件,工单数量；设施工单；工单量；工单数,本月第14日，工单数量为76件。
设施管理,设施工单,工单数量,,月内日序列,15,系统时间月份-第15日,当期,105.0,件,工单数量；设施工单；工单量；工单数,本月第15日，工单数量为105件。
设施管理,设施工单,工单数量,,月内日序列,16,系统时间月份-第16日,当期,118.0,件,工单数量；设施工单；工单量；工单数,本月第16日，工单数量为118件。
设施管理,设施工单,工单数量,,月内日序列,17,系统时间月份-第17日,当期,156.0,件,工单数量；设施工单；工单量；工单数,本月第17日，工单数量为156件。
设施管理,设施工单,工单数量,,月内日序列,18,系统时间月份-第18日,当期,142.0,件,工单数量；设施工单；工单量；工单数,本月第18日，工单数量为142件。
设施管理,设施工单,工单数量,,月内日序列,19,系统时间月份-第19日,当期,95.0,件,工单数量；设施工单；工单量；工单数,本月第19日，工单数量为95件。
设施管理,设施工单,工单数量,,月内日序列,20,系统时间月份-第20日,当期,82.0,件,工单数量；设施工单；工单量；工单数,本月第20日，工单数量为82件。
设施管理,设施工单,工单数量,,月内日序列,21,系统时间月份-第21日,当期,110.0,件,工单数量；设施工单；工单量；工单数,本月第21日，工单数量为110件。
设施管理,设施工单,工单数量,,月内日序列,22,系统时间月份-第22日,当期,125.0,件,工单数量；设施工单；工单量；工单数,本月第22日，工单数量为125件。
设施管理,设施工单,工单数量,,月内日序列,23,系统时间月份-第23日,当期,168.0,件,工单数量；设施工单；工单量；工单数,本月第23日，工单数量为168件。
设施管理,设施工单,工单数量,,月内日序列,24,系统时间月份-第24日,当期,150.0,件,工单数量；设施工单；工单量；工单数,本月第24日，工单数量为150件。
设施管理,设施工单,工单数量,,月内日序列,25,系统时间月份-第25日,当期,102.0,件,工单数量；设施工单；工单量；工单数,本月第25日，工单数量为102件。
设施管理,设施工单,工单数量,,月内日序列,26,系统时间月份-第26日,当期,90.0,件,工单数量；设施工单；工单量；工单数,本月第26日，工单数量为90件。
设施管理,设施工单,工单数量,,月内日序列,27,系统时间月份-第27日,当期,135.0,件,工单数量；设施工单；工单量；工单数,本月第27日，工单数量为135件。
设施管理,设施工单,工单数量,,月内日序列,28,系统时间月份-第28日,当期,148.0,件,工单数量；设施工单；工单量；工单数,本月第28日，工单数量为148件。
设施管理,设施工单,工单数量,,月内日序列,29,系统时间月份-第29日,当期,175.0,件,工单数量；设施工单；工单量；工单数,本月第29日，工单数量为175件。
设施管理,设施工单,工单数量,,月内日序列,30,系统时间月份-第30日,当期,160.0,件,工单数量；设施工单；工单量；工单数,本月第30日，工单数量为160件。
设施管理,设施工单,工单数量,,月内日序列,31,系统时间月份-第31日,当期,115.0,件,工单数量；设施工单；工单量；工单数,本月第31日，工单数量为115件。
设施管理,设施告警,告警数,,月内日序列,1,系统时间月份-第1日,当期,121.0,件,告警数；设施告警；告警数量；告警量,本月第1日，告警数为121件。
设施管理,设施告警,告警数,,月内日序列,2,系统时间月份-第2日,当期,135.0,件,告警数；设施告警；告警数量；告警量,本月第2日，告警数为135件。
设施管理,设施告警,告警数,,月内日序列,3,系统时间月份-第3日,当期,89.0,件,告警数；设施告警；告警数量；告警量,本月第3日，告警数为89件。
设施管理,设施告警,告警数,,月内日序列,4,系统时间月份-第4日,当期,156.0,件,告警数；设施告警；告警数量；告警量,本月第4日，告警数为156件。
设施管理,设施告警,告警数,,月内日序列,5,系统时间月份-第5日,当期,198.0,件,告警数；设施告警；告警数量；告警量,本月第5日，告警数为198件。
设施管理,设施告警,告警数,,月内日序列,6,系统时间月份-第6日,当期,174.0,件,告警数；设施告警；告警数量；告警量,本月第6日，告警数为174件。
设施管理,设施告警,告警数,,月内日序列,7,系统时间月份-第7日,当期,112.0,件,告警数；设施告警；告警数量；告警量,本月第7日，告警数为112件。
设施管理,设施告警,告警数,,月内日序列,8,系统时间月份-第8日,当期,95.0,件,告警数；设施告警；告警数量；告警量,本月第8日，告警数为95件。
设施管理,设施告警,告警数,,月内日序列,9,系统时间月份-第9日,当期,142.0,件,告警数；设施告警；告警数量；告警量,本月第9日，告警数为142件。
设施管理,设施告警,告警数,,月内日序列,10,系统时间月份-第10日,当期,168.0,件,告警数；设施告警；告警数量；告警量,本月第10日，告警数为168件。
设施管理,设施告警,告警数,,月内日序列,11,系统时间月份-第11日,当期,182.0,件,告警数；设施告警；告警数量；告警量,本月第11日，告警数为182件。
设施管理,设施告警,告警数,,月内日序列,12,系统时间月份-第12日,当期,144.0,件,告警数；设施告警；告警数量；告警量,本月第12日，告警数为144件。
设施管理,设施告警,告警数,,月内日序列,13,系统时间月份-第13日,当期,130.0,件,告警数；设施告警；告警数量；告警量,本月第13日，告警数为130件。
设施管理,设施告警,告警数,,月内日序列,14,系统时间月份-第14日,当期,115.0,件,告警数；设施告警；告警数量；告警量,本月第14日，告警数为115件。
设施管理,设施告警,告警数,,月内日序列,15,系统时间月份-第15日,当期,177.0,件,告警数；设施告警；告警数量；告警量,本月第15日，告警数为177件。
设施管理,设施告警,告警数,,月内日序列,16,系统时间月份-第16日,当期,189.0,件,告警数；设施告警；告警数量；告警量,本月第16日，告警数为189件。
设施管理,设施告警,告警数,,月内日序列,17,系统时间月份-第17日,当期,165.0,件,告警数；设施告警；告警数量；告警量,本月第17日，告警数为165件。
设施管理,设施告警,告警数,,月内日序列,18,系统时间月份-第18日,当期,143.0,件,告警数；设施告警；告警数量；告警量,本月第18日，告警数为143件。
设施管理,设施告警,告警数,,月内日序列,19,系统时间月份-第19日,当期,128.0,件,告警数；设施告警；告警数量；告警量,本月第19日，告警数为128件。
设施管理,设施告警,告警数,,月内日序列,20,系统时间月份-第20日,当期,109.0,件,告警数；设施告警；告警数量；告警量,本月第20日，告警数为109件。
设施管理,设施告警,告警数,,月内日序列,21,系统时间月份-第21日,当期,154.0,件,告警数；设施告警；告警数量；告警量,本月第21日，告警数为154件。
设施管理,设施告警,告警数,,月内日序列,22,系统时间月份-第22日,当期,176.0,件,告警数；设施告警；告警数量；告警量,本月第22日，告警数为176件。
设施管理,设施告警,告警数,,月内日序列,23,系统时间月份-第23日,当期,138.0,件,告警数；设施告警；告警数量；告警量,本月第23日，告警数为138件。
设施管理,设施告警,告警数,,月内日序列,24,系统时间月份-第24日,当期,122.0,件,告警数；设施告警；告警数量；告警量,本月第24日，告警数为122件。
设施管理,设施告警,告警数,,月内日序列,25,系统时间月份-第25日,当期,110.0,件,告警数；设施告警；告警数量；告警量,本月第25日，告警数为110件。
设施管理,设施告警,告警数,,月内日序列,26,系统时间月份-第26日,当期,148.0,件,告警数；设施告警；告警数量；告警量,本月第26日，告警数为148件。
设施管理,设施告警,告警数,,月内日序列,27,系统时间月份-第27日,当期,166.0,件,告警数；设施告警；告警数量；告警量,本月第27日，告警数为166件。
设施管理,设施告警,告警数,,月内日序列,28,系统时间月份-第28日,当期,184.0,件,告警数；设施告警；告警数量；告警量,本月第28日，告警数为184件。
设施管理,设施告警,告警数,,月内日序列,29,系统时间月份-第29日,当期,192.0,件,告警数；设施告警；告警数量；告警量,本月第29日，告警数为192件。
设施管理,设施告警,告警数,,月内日序列,30,系统时间月份-第30日,当期,155.0,件,告警数；设施告警；告警数量；告警量,本月第30日，告警数为155件。
设施管理,设施告警,告警数,,月内日序列,31,系统时间月份-第31日,当期,133.0,件,告警数；设施告警；告警数量；告警量,本月第31日，告警数为133件。
设施管理,设施运行,时长,,月内日序列,1,系统时间月份-第1日,当期,12.0,分钟,时长；设施运行,本月第1日，时长为12分钟。
设施管理,设施运行,时长,,月内日序列,2,系统时间月份-第2日,当期,15.0,分钟,时长；设施运行,本月第2日，时长为15分钟。
设施管理,设施运行,时长,,月内日序列,3,系统时间月份-第3日,当期,8.0,分钟,时长；设施运行,本月第3日，时长为8分钟。
设施管理,设施运行,时长,,月内日序列,4,系统时间月份-第4日,当期,22.0,分钟,时长；设施运行,本月第4日，时长为22分钟。
设施管理,设施运行,时长,,月内日序列,5,系统时间月份-第5日,当期,18.0,分钟,时长；设施运行,本月第5日，时长为18分钟。
设施管理,设施运行,时长,,月内日序列,6,系统时间月份-第6日,当期,5.0,分钟,时长；设施运行,本月第6日，时长为5分钟。
设施管理,设施运行,时长,,月内日序列,7,系统时间月份-第7日,当期,9.0,分钟,时长；设施运行,本月第7日，时长为9分钟。
设施管理,设施运行,时长,,月内日序列,8,系统时间月份-第8日,当期,14.0,分钟,时长；设施运行,本月第8日，时长为14分钟。
设施管理,设施运行,时长,,月内日序列,9,系统时间月份-第9日,当期,20.0,分钟,时长；设施运行,本月第9日，时长为20分钟。
设施管理,设施运行,时长,,月内日序列,10,系统时间月份-第10日,当期,11.0,分钟,时长；设施运行,本月第10日，时长为11分钟。
设施管理,设施运行,时长,,月内日序列,11,系统时间月份-第11日,当期,16.0,分钟,时长；设施运行,本月第11日，时长为16分钟。
设施管理,设施运行,时长,,月内日序列,12,系统时间月份-第12日,当期,7.0,分钟,时长；设施运行,本月第12日，时长为7分钟。
设施管理,设施运行,时长,,月内日序列,13,系统时间月份-第13日,当期,19.0,分钟,时长；设施运行,本月第13日，时长为19分钟。
设施管理,设施运行,时长,,月内日序列,14,系统时间月份-第14日,当期,13.0,分钟,时长；设施运行,本月第14日，时长为13分钟。
设施管理,设施运行,时长,,月内日序列,15,系统时间月份-第15日,当期,10.0,分钟,时长；设施运行,本月第15日，时长为10分钟。
设施管理,设施运行,时长,,月内日序列,16,系统时间月份-第16日,当期,21.0,分钟,时长；设施运行,本月第16日，时长为21分钟。
设施管理,设施运行,时长,,月内日序列,17,系统时间月份-第17日,当期,17.0,分钟,时长；设施运行,本月第17日，时长为17分钟。
设施管理,设施运行,时长,,月内日序列,18,系统时间月份-第18日,当期,6.0,分钟,时长；设施运行,本月第18日，时长为6分钟。
设施管理,设施运行,时长,,月内日序列,19,系统时间月份-第19日,当期,23.0,分钟,时长；设施运行,本月第19日，时长为23分钟。
设施管理,设施运行,时长,,月内日序列,20,系统时间月份-第20日,当期,15.0,分钟,时长；设施运行,本月第20日，时长为15分钟。
设施管理,设施运行,时长,,月内日序列,21,系统时间月份-第21日,当期,12.0,分钟,时长；设施运行,本月第21日，时长为12分钟。
设施管理,设施运行,时长,,月内日序列,22,系统时间月份-第22日,当期,8.0,分钟,时长；设施运行,本月第22日，时长为8分钟。
设施管理,设施运行,时长,,月内日序列,23,系统时间月份-第23日,当期,20.0,分钟,时长；设施运行,本月第23日，时长为20分钟。
设施管理,设施运行,时长,,月内日序列,24,系统时间月份-第24日,当期,14.0,分钟,时长；设施运行,本月第24日，时长为14分钟。
设施管理,设施运行,时长,,月内日序列,25,系统时间月份-第25日,当期,9.0,分钟,时长；设施运行,本月第25日，时长为9分钟。
设施管理,设施运行,时长,,月内日序列,26,系统时间月份-第26日,当期,18.0,分钟,时长；设施运行,本月第26日，时长为18分钟。
设施管理,设施运行,时长,,月内日序列,27,系统时间月份-第27日,当期,11.0,分钟,时长；设施运行,本月第27日，时长为11分钟。
设施管理,设施运行,时长,,月内日序列,28,系统时间月份-第28日,当期,24.0,分钟,时长；设施运行,本月第28日，时长为24分钟。
设施管理,设施运行,时长,,月内日序列,29,系统时间月份-第29日,当期,16.0,分钟,时长；设施运行,本月第29日，时长为16分钟。
设施管理,设施运行,时长,,月内日序列,30,系统时间月份-第30日,当期,10.0,分钟,时长；设施运行,本月第30日，时长为10分钟。
设施管理,设施运行,时长,,月内日序列,31,系统时间月份-第31日,当期,13.0,分钟,时长；设施运行,本月第31日，时长为13分钟。
能源管理,光伏收益,收益,,小时序列,01:00:00,系统时间日期-01:00:00,当期,1.85,元,收益；光伏收益,01:00:00，收益为1.85元。
能源管理,光伏收益,收益,,小时序列,02:00:00,系统时间日期-02:00:00,当期,2.1,元,收益；光伏收益,02:00:00，收益为2.1元。
能源管理,光伏收益,收益,,小时序列,03:00:00,系统时间日期-03:00:00,当期,0.95,元,收益；光伏收益,03:00:00，收益为0.95元。
能源管理,光伏收益,收益,,小时序列,04:00:00,系统时间日期-04:00:00,当期,1.92,元,收益；光伏收益,04:00:00，收益为1.92元。
能源管理,光伏收益,收益,,小时序列,05:00:00,系统时间日期-05:00:00,当期,2.15,元,收益；光伏收益,05:00:00，收益为2.15元。
能源管理,光伏收益,收益,,小时序列,06:00:00,系统时间日期-06:00:00,当期,2.21,元,收益；光伏收益,06:00:00，收益为2.21元。
能源管理,充电桩运行,负荷,负荷类型=逆变器实际功率,小时序列,06:00:00,系统时间日期-06:00:00,当期,48.0,kW,负荷；充电桩运行,06:00:00，负荷为48kW。
能源管理,充电桩运行,负荷,负荷类型=逆变器实际功率,小时序列,07:00:00,系统时间日期-07:00:00,当期,580.0,kW,负荷；充电桩运行,07:00:00，负荷为580kW。
能源管理,充电桩运行,负荷,负荷类型=逆变器实际功率,小时序列,08:00:00,系统时间日期-08:00:00,当期,1850.0,kW,负荷；充电桩运行,"08:00:00，负荷为1,850kW。"
能源管理,充电桩运行,负荷,负荷类型=逆变器实际功率,小时序列,09:00:00,系统时间日期-09:00:00,当期,3120.0,kW,负荷；充电桩运行,"09:00:00，负荷为3,120kW。"
能源管理,充电桩运行,负荷,负荷类型=逆变器实际功率,小时序列,10:00:00,系统时间日期-10:00:00,当期,4950.0,kW,负荷；充电桩运行,"10:00:00，负荷为4,950kW。"
能源管理,充电桩运行,负荷,负荷类型=逆变器实际功率,小时序列,11:00:00,系统时间日期-11:00:00,当期,5800.0,kW,负荷；充电桩运行,"11:00:00，负荷为5,800kW。"
能源管理,充电桩运行,负荷,负荷类型=逆变器实际功率,小时序列,12:00:00,系统时间日期-12:00:00,当期,6350.0,kW,负荷；充电桩运行,"12:00:00，负荷为6,350kW。"
能源管理,充电桩运行,负荷,负荷类型=功率预测,小时序列,06:00:00,系统时间日期-06:00:00,当期,52.0,kW,负荷；充电桩运行,06:00:00，负荷为52kW。
能源管理,充电桩运行,负荷,负荷类型=功率预测,小时序列,07:00:00,系统时间日期-07:00:00,当期,610.0,kW,负荷；充电桩运行,07:00:00，负荷为610kW。
能源管理,充电桩运行,负荷,负荷类型=功率预测,小时序列,08:00:00,系统时间日期-08:00:00,当期,1820.0,kW,负荷；充电桩运行,"08:00:00，负荷为1,820kW。"
能源管理,充电桩运行,负荷,负荷类型=功率预测,小时序列,09:00:00,系统时间日期-09:00:00,当期,3450.0,kW,负荷；充电桩运行,"09:00:00，负荷为3,450kW。"
能源管理,充电桩运行,负荷,负荷类型=功率预测,小时序列,10:00:00,系统时间日期-10:00:00,当期,4880.0,kW,负荷；充电桩运行,"10:00:00，负荷为4,880kW。"
能源管理,充电桩运行,负荷,负荷类型=功率预测,小时序列,11:00:00,系统时间日期-11:00:00,当期,6050.0,kW,负荷；充电桩运行,"11:00:00，负荷为6,050kW。"
能源管理,充电桩运行,负荷,负荷类型=功率预测,小时序列,12:00:00,系统时间日期-12:00:00,当期,6400.0,kW,负荷；充电桩运行,"12:00:00，负荷为6,400kW。"
能源管理,光伏运行,发电量,,小时序列,06:00:00,系统时间日期-06:00:00,当期,0.05,GWh,发电量；光伏运行,06:00:00，发电量为0.05GWh。
能源管理,光伏运行,发电量,,小时序列,07:00:00,系统时间日期-07:00:00,当期,0.32,GWh,发电量；光伏运行,07:00:00，发电量为0.32GWh。
能源管理,光伏运行,发电量,,小时序列,08:00:00,系统时间日期-08:00:00,当期,1.15,GWh,发电量；光伏运行,08:00:00，发电量为1.15GWh。
能源管理,光伏运行,发电量,,小时序列,09:00:00,系统时间日期-09:00:00,当期,2.8,GWh,发电量；光伏运行,09:00:00，发电量为2.8GWh。
能源管理,光伏运行,发电量,,小时序列,10:00:00,系统时间日期-10:00:00,当期,4.25,GWh,发电量；光伏运行,10:00:00，发电量为4.25GWh。
能源管理,光伏运行,发电量,,小时序列,11:00:00,系统时间日期-11:00:00,当期,5.6,GWh,发电量；光伏运行,11:00:00，发电量为5.6GWh。
能源管理,光伏运行,发电量,,小时序列,12:00:00,系统时间日期-12:00:00,当期,6.1,GWh,发电量；光伏运行,12:00:00，发电量为6.1GWh。
能源管理,光伏运行,发电量,,小时序列,13:00:00,系统时间日期-13:00:00,当期,6.5,GWh,发电量；光伏运行,13:00:00，发电量为6.5GWh。
能源管理,光伏运行,发电量,,小时序列,14:00:00,系统时间日期-14:00:00,当期,7.8,GWh,发电量；光伏运行,14:00:00，发电量为7.8GWh。
能源管理,充电桩运行,负荷,,小时序列,00:00:00,系统时间日期-00:00:00,当期,912.0,kW,负荷；充电桩运行,00:00:00，负荷为912kW。
能源管理,充电桩运行,负荷,,小时序列,01:00:00,系统时间日期-01:00:00,当期,854.0,kW,负荷；充电桩运行,01:00:00，负荷为854kW。
能源管理,充电桩运行,负荷,,小时序列,02:00:00,系统时间日期-02:00:00,当期,813.0,kW,负荷；充电桩运行,02:00:00，负荷为813kW。
能源管理,充电桩运行,负荷,,小时序列,03:00:00,系统时间日期-03:00:00,当期,794.0,kW,负荷；充电桩运行,03:00:00，负荷为794kW。
能源管理,充电桩运行,负荷,,小时序列,04:00:00,系统时间日期-04:00:00,当期,831.0,kW,负荷；充电桩运行,04:00:00，负荷为831kW。
能源管理,充电桩运行,负荷,,小时序列,05:00:00,系统时间日期-05:00:00,当期,947.0,kW,负荷；充电桩运行,05:00:00，负荷为947kW。
能源管理,充电桩运行,负荷,,小时序列,06:00:00,系统时间日期-06:00:00,当期,1423.0,kW,负荷；充电桩运行,"06:00:00，负荷为1,423kW。"
能源管理,充电桩运行,负荷,,小时序列,07:00:00,系统时间日期-07:00:00,当期,2864.0,kW,负荷；充电桩运行,"07:00:00，负荷为2,864kW。"
能源管理,充电桩运行,负荷,,小时序列,08:00:00,系统时间日期-08:00:00,当期,4219.0,kW,负荷；充电桩运行,"08:00:00，负荷为4,219kW。"
能源管理,充电桩运行,负荷,,小时序列,09:00:00,系统时间日期-09:00:00,当期,4983.0,kW,负荷；充电桩运行,"09:00:00，负荷为4,983kW。"
能源管理,充电桩运行,负荷,,小时序列,10:00:00,系统时间日期-10:00:00,当期,5126.0,kW,负荷；充电桩运行,"10:00:00，负荷为5,126kW。"
能源管理,充电桩运行,负荷,,小时序列,11:00:00,系统时间日期-11:00:00,当期,5041.0,kW,负荷；充电桩运行,"11:00:00，负荷为5,041kW。"
能源管理,充电桩运行,负荷,,小时序列,12:00:00,系统时间日期-12:00:00,当期,4437.0,kW,负荷；充电桩运行,"12:00:00，负荷为4,437kW。"
能源管理,充电桩运行,负荷,,小时序列,13:00:00,系统时间日期-13:00:00,当期,4268.0,kW,负荷；充电桩运行,"13:00:00，负荷为4,268kW。"
能源管理,充电桩运行,负荷,,小时序列,14:00:00,系统时间日期-14:00:00,当期,4682.0,kW,负荷；充电桩运行,"14:00:00，负荷为4,682kW。"
能源管理,充电桩运行,负荷,,小时序列,15:00:00,系统时间日期-15:00:00,当期,4891.0,kW,负荷；充电桩运行,"15:00:00，负荷为4,891kW。"
能源管理,充电桩运行,负荷,,小时序列,16:00:00,系统时间日期-16:00:00,当期,4724.0,kW,负荷；充电桩运行,"16:00:00，负荷为4,724kW。"
能源管理,充电桩运行,负荷,,小时序列,17:00:00,系统时间日期-17:00:00,当期,4153.0,kW,负荷；充电桩运行,"17:00:00，负荷为4,153kW。"
能源管理,充电桩运行,负荷,,小时序列,18:00:00,系统时间日期-18:00:00,当期,3127.0,kW,负荷；充电桩运行,"18:00:00，负荷为3,127kW。"
能源管理,充电桩运行,负荷,,小时序列,19:00:00,系统时间日期-19:00:00,当期,2246.0,kW,负荷；充电桩运行,"19:00:00，负荷为2,246kW。"
能源管理,充电桩运行,负荷,,小时序列,20:00:00,系统时间日期-20:00:00,当期,1684.0,kW,负荷；充电桩运行,"20:00:00，负荷为1,684kW。"
能源管理,充电桩运行,负荷,,小时序列,21:00:00,系统时间日期-21:00:00,当期,1329.0,kW,负荷；充电桩运行,"21:00:00，负荷为1,329kW。"
能源管理,充电桩运行,负荷,,小时序列,22:00:00,系统时间日期-22:00:00,当期,1108.0,kW,负荷；充电桩运行,"22:00:00，负荷为1,108kW。"
能源管理,充电桩运行,负荷,,小时序列,23:00:00,系统时间日期-23:00:00,当期,982.0,kW,负荷；充电桩运行,23:00:00，负荷为982kW。
综合态势,工单处理统计,工单数,工单状态=处理中,年内月序列,1,系统时间年度-第1月,当期,5242.0,件,工单数；工单处理统计；工单数量；工单量,"系统年度第1月，处理中工单数量为5,242件。"
综合态势,工单处理统计,工单数,工单状态=待处理,年内月序列,1,系统时间年度-第1月,当期,412.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第1月，待处理工单数量为412件。
综合态势,工单处理统计,工单数,工单状态=已关闭,年内月序列,1,系统时间年度-第1月,当期,156.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第1月，已关闭工单数量为156件。
综合态势,工单处理统计,工单数,工单状态=处理中,年内月序列,2,系统时间年度-第2月,当期,5689.0,件,工单数；工单处理统计；工单数量；工单量,"系统年度第2月，处理中工单数量为5,689件。"
综合态势,工单处理统计,工单数,工单状态=待处理,年内月序列,2,系统时间年度-第2月,当期,385.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第2月，待处理工单数量为385件。
综合态势,工单处理统计,工单数,工单状态=已关闭,年内月序列,2,系统时间年度-第2月,当期,120.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第2月，已关闭工单数量为120件。
综合态势,工单处理统计,工单数,工单状态=处理中,年内月序列,3,系统时间年度-第3月,当期,5236.0,件,工单数；工单处理统计；工单数量；工单量,"系统年度第3月，处理中工单数量为5,236件。"
综合态势,工单处理统计,工单数,工单状态=待处理,年内月序列,3,系统时间年度-第3月,当期,223.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第3月，待处理工单数量为223件。
综合态势,工单处理统计,工单数,工单状态=已关闭,年内月序列,3,系统时间年度-第3月,当期,102.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第3月，已关闭工单数量为102件。
综合态势,工单处理统计,工单数,工单状态=处理中,年内月序列,4,系统时间年度-第4月,当期,5963.0,件,工单数；工单处理统计；工单数量；工单量,"系统年度第4月，处理中工单数量为5,963件。"
综合态势,工单处理统计,工单数,工单状态=待处理,年内月序列,4,系统时间年度-第4月,当期,345.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第4月，待处理工单数量为345件。
综合态势,工单处理统计,工单数,工单状态=已关闭,年内月序列,4,系统时间年度-第4月,当期,230.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第4月，已关闭工单数量为230件。
综合态势,工单处理统计,工单数,工单状态=处理中,年内月序列,5,系统时间年度-第5月,当期,5423.0,件,工单数；工单处理统计；工单数量；工单量,"系统年度第5月，处理中工单数量为5,423件。"
综合态势,工单处理统计,工单数,工单状态=待处理,年内月序列,5,系统时间年度-第5月,当期,312.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第5月，待处理工单数量为312件。
综合态势,工单处理统计,工单数,工单状态=已关闭,年内月序列,5,系统时间年度-第5月,当期,120.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第5月，已关闭工单数量为120件。
综合态势,工单处理统计,工单数,工单状态=处理中,年内月序列,6,系统时间年度-第6月,当期,5810.0,件,工单数；工单处理统计；工单数量；工单量,"系统年度第6月，处理中工单数量为5,810件。"
综合态势,工单处理统计,工单数,工单状态=待处理,年内月序列,6,系统时间年度-第6月,当期,285.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第6月，待处理工单数量为285件。
综合态势,工单处理统计,工单数,工单状态=已关闭,年内月序列,6,系统时间年度-第6月,当期,178.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第6月，已关闭工单数量为178件。
综合态势,工单处理统计,工单数,工单状态=处理中,年内月序列,7,系统时间年度-第7月,当期,6105.0,件,工单数；工单处理统计；工单数量；工单量,"系统年度第7月，处理中工单数量为6,105件。"
综合态势,工单处理统计,工单数,工单状态=待处理,年内月序列,7,系统时间年度-第7月,当期,452.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第7月，待处理工单数量为452件。
综合态势,工单处理统计,工单数,工单状态=已关闭,年内月序列,7,系统时间年度-第7月,当期,210.0,件,工单数；工单处理统计；工单数量；工单量,系统年度第7月，已关闭工单数量为210件。
